time,signal
15.996,2740
16,2579
16.004,2415
16.008,2315
16.012,2226
16.016,2125
16.02,2042
16.024,1996
16.028,1986
16.032,1976
16.036,1974
16.04,1973
16.044,1968
16.048,1958
16.052,1957
16.056,1958
16.06,1953
16.064,1949
16.068,1947
16.072,1942
16.076,1943
16.08,1938
16.084,1937
16.088,1939
16.092,1932
16.096,1932
16.1,1928
16.104,1931
16.108,1930
16.112,1931
16.116,1931
16.12,1930
16.124,1926
16.128,1920
16.132,1919
16.136,1920
16.14,1915
16.144,1914
16.148,1912
16.152,1913
16.156,1914
16.16,1914
16.164,1915
16.168,1916
16.172,1917
16.176,1918
16.18,1927
16.184,1933
16.188,1942
16.192,1953
16.196,1968
16.2,1980
16.204,1987
16.208,1999
16.212,2008
16.216,2009
16.22,2008
16.224,2009
16.228,2012
16.232,2016
16.236,2021
16.24,2025
16.244,2024
16.248,2026
16.252,2025
16.256,2022
16.26,2023
16.264,2021
16.268,2021
16.272,2024
16.276,2021
16.28,2021
16.284,2019
16.288,2020
16.292,2019
16.296,2017
16.3,2013
16.304,2012
16.308,2012
16.312,2010
16.316,2012
16.32,2010
16.324,2012
16.328,2014
16.332,2011
16.336,2010
16.34,2008
16.344,2007
16.348,2005
16.352,2000
16.356,2001
16.36,2002
16.364,2005
16.368,2010
16.372,2008
16.376,2012
16.38,2007
16.384,2007
16.388,2006
16.392,2004
16.396,2004
16.4,2004
16.404,2004
16.408,2006
16.412,2007
16.416,2011
16.42,2009
16.424,2011
16.428,2014
16.432,2014
16.436,2015
16.44,2015
16.444,2016
16.448,2016
16.452,2012
16.456,2010
16.46,2007
16.464,2008
16.468,2007
16.472,2003
16.476,2000
16.48,2001
16.484,2004
16.488,2006
16.492,2007
16.496,2014
16.5,2012
16.504,2014
16.508,2012
16.512,2013
16.516,2012
16.52,2013
16.524,2012
16.528,2009
16.532,2012
16.536,2009
16.54,2009
16.544,2011
16.548,2014
16.552,2011
16.556,2011
16.56,2013
16.564,2013
16.568,2013
16.572,2013
16.576,2012
16.58,2001
16.584,1972
16.588,1936
16.592,1952
16.596,2077
16.6,2229
16.604,2416
16.608,2732
16.612,2892
16.616,2774
16.62,2766
16.624,2718
16.628,2562
16.632,2394
16.636,2292
16.64,2196
16.644,2104
16.648,2031
16.652,1988
16.656,1975
16.66,1966
16.664,1963
16.668,1961
16.672,1954
16.676,1949
16.68,1953
16.684,1953
16.688,1945
16.692,1944
16.696,1944
16.7,1945
16.704,1939
16.708,1936
16.712,1939
16.716,1934
16.72,1928
16.724,1924
16.728,1917
16.732,1913
16.736,1914
16.74,1914
16.744,1922
16.748,1920
16.752,1916
16.756,1914
16.76,1913
16.764,1912
16.768,1910
16.772,1903
16.776,1907
16.78,1907
16.784,1905
16.788,1906
16.792,1907
16.796,1907
16.8,1912
16.804,1914
16.808,1920
16.812,1923
16.816,1934
16.82,1942
16.824,1946
16.828,1957
16.832,1970
16.836,1979
16.84,1991
16.844,1999
16.848,2005
16.852,2004
16.856,2007
16.86,2011
16.864,2018
16.868,2019
16.872,2021
16.876,2017
16.88,2022
16.884,2017
16.888,2018
16.892,2015
16.896,2022
16.9,2021
16.904,2022
16.908,2022
16.912,2023
16.916,2022
16.92,2030
16.924,2035
16.928,2034
16.932,2037
16.936,2034
16.94,2033
16.944,2032
16.948,2028
16.952,2032
16.956,2029
16.96,2030
16.964,2030
16.968,2022
16.972,2024
16.976,2017
16.98,2010
16.984,2005
16.988,2014
16.992,2010
16.996,2014
17,2008
17.004,2010
17.008,2014
17.012,2010
17.016,2012
17.02,2011
17.024,2012
17.028,2012
17.032,2017
17.036,2022
17.04,2021
17.044,2021
17.048,2024
17.052,2028
17.056,2024
17.06,2021
17.064,1991
17.068,1966
17.072,1998
17.076,2132
17.08,2301
17.084,2516
17.088,2806
17.092,2888
17.096,2734
17.1,2720
17.104,2656
17.108,2491
17.112,2351
17.116,2261
17.12,2176
17.124,2089
17.128,2023
17.132,1997
17.136,1983
17.14,1978
17.144,1971
17.148,1970
17.152,1963
17.156,1963
17.16,1966
17.164,1964
17.168,1956
17.172,1961
17.176,1963
17.18,1961
17.184,1953
17.188,1956
17.192,1958
17.196,1955
17.2,1956
17.204,1958
17.208,1956
17.212,1954
17.216,1953
17.22,1950
17.224,1950
17.228,1941
17.232,1937
17.236,1938
17.24,1937
17.244,1937
17.248,1932
17.252,1927
17.256,1925
17.26,1918
17.264,1912
17.268,1910
17.272,1907
17.276,1910
17.28,1908
17.284,1915
17.288,1920
17.292,1923
17.296,1932
17.3,1944
17.304,1953
17.308,1963
17.312,1976
17.316,1989
17.32,1995
17.324,2000
17.328,2005
17.332,2010
17.336,2012
17.34,2011
17.344,2016
17.348,2017
17.352,2016
17.356,2013
17.36,2015
17.364,2020
17.368,2022
17.372,2020
17.376,2019
17.38,2023
17.384,2022
17.388,2022
17.392,2021
17.396,2019
17.4,2021
17.404,2020
17.408,2024
17.412,2023
17.416,2024
17.42,2027
17.424,2025
17.428,2024
17.432,2025
17.436,2024
17.44,2025
17.444,2026
17.448,2024
17.452,2026
17.456,2024
17.46,2023
17.464,2024
17.468,2024
17.472,2026
17.476,2025
17.48,2016
17.484,2025
17.488,2032
17.492,2040
17.496,2039
17.5,2039
17.504,2041
17.508,2038
17.512,2037
17.516,2034
17.52,2034
17.524,2034
17.528,2032
17.532,2032
17.536,2032
17.54,2032
17.544,2032
17.548,2032
17.552,2030
17.556,2029
17.56,2030
17.564,2033
17.568,2035
17.572,2036
17.576,2037
17.58,2038
17.584,2038
17.588,2038
17.592,2040
17.596,2038
17.6,2038
17.604,2033
17.608,2035
17.612,2044
17.616,2047
17.62,2047
17.624,2052
17.628,2049
17.632,2051
17.636,2046
17.64,2047
17.644,2047
17.648,2045
17.652,2045
17.656,2042
17.66,2044
17.664,2047
17.668,2054
17.672,2052
17.676,2054
17.68,2051
17.684,2051
17.688,2049
17.692,2051
17.696,2049
17.7,2048
17.704,2049
17.708,2048
17.712,2043
17.716,2048
17.72,2044
17.724,2040
17.728,2044
17.732,2047
17.736,2047
17.74,2049
17.744,2056
17.748,2051
17.752,2039
17.756,2008
17.76,1978
17.764,2013
17.768,2150
17.772,2290
17.776,2485
17.78,2774
17.784,2917
17.788,2848
17.792,2872
17.796,2811
17.8,2635
17.804,2466
17.808,2363
17.812,2260
17.816,2155
17.82,2068
17.824,2028
17.828,2014
17.832,2003
17.836,2000
17.84,2003
17.844,1995
17.848,1993
17.852,1990
17.856,1986
17.86,1985
17.864,1979
17.868,1985
17.872,1988
17.876,1984
17.88,1980
17.884,1980
17.888,1977
17.892,1978
17.896,1973
17.9,1974
17.904,1972
17.908,1974
17.912,1966
17.916,1970
17.92,1967
17.924,1964
17.928,1961
17.932,1961
17.936,1960
17.94,1955
17.944,1952
17.948,1952
17.952,1953
17.956,1950
17.96,1951
17.964,1946
17.968,1948
17.972,1947
17.976,1947
17.98,1950
17.984,1952
17.988,1957
17.992,1969
17.996,1981
18,1986
18.004,1997
18.008,2005
18.012,2018
18.016,2024
18.02,2032
18.024,2043
18.028,2053
18.032,2053
18.036,2060
18.04,2065
18.044,2065
18.048,2069
18.052,2070
18.056,2075
18.06,2073
18.064,2074
18.068,2076
18.072,2075
18.076,2079
18.08,2079
18.084,2078
18.088,2076
18.092,2081
18.096,2085
18.1,2107
18.104,2136
18.108,2168
18.112,2198
18.116,2235
18.12,2284
18.124,2336
18.128,2408
18.132,2466
18.136,2535
18.14,2600
18.144,2635
18.148,2709
18.152,2809
18.156,2918
18.16,3027
18.164,3125
18.168,3178
18.172,3175
18.176,3056
18.18,2866
18.184,2611
18.188,2342
18.192,2127
18.196,1992
18.2,1961
18.204,1947
18.208,1937
18.212,1924
18.216,1917
18.22,1911
18.224,1903
18.228,1900
18.232,1894
18.236,1886
18.24,1885
18.244,1883
18.248,1884
18.252,1877
18.256,1873
18.26,1866
18.264,1857
18.268,1851
18.272,1842
18.276,1834
18.28,1827
18.284,1818
18.288,1810
18.292,1804
18.296,1800
18.3,1790
18.304,1782
18.308,1776
18.312,1771
18.316,1765
18.32,1762
18.324,1757
18.328,1755
18.332,1756
18.336,1754
18.34,1760
18.344,1764
18.348,1774
18.352,1786
18.356,1802
18.36,1820
18.364,1843
18.368,1870
18.372,1899
18.376,1926
18.38,1943
18.384,1961
18.388,1978
18.392,1993
18.396,2005
18.4,2015
18.404,2023
18.408,2035
18.412,2045
18.416,2052
18.42,2059
18.424,2064
18.428,2063
18.432,2063
18.436,2062
18.44,2063
18.444,2065
18.448,2067
18.452,2066
18.456,2066
18.46,2061
18.464,2058
18.468,2059
18.472,2058
18.476,2058
18.48,2058
18.484,2057
18.488,2056
18.492,2056
18.496,2058
18.5,2062
18.504,2059
18.508,2061
18.512,2059
18.516,2060
18.52,2057
18.524,2059
18.528,2058
18.532,2059
18.536,2061
18.54,2061
18.544,2059
18.548,2060
18.552,2062
18.556,2061
18.56,2061
18.564,2066
18.568,2063
18.572,2061
18.576,2054
18.58,2031
18.584,2000
18.588,2009
18.592,2125
18.596,2270
18.6,2442
18.604,2740
18.608,2931
18.612,2864
18.616,2846
18.62,2809
18.624,2661
18.628,2479
18.632,2367
18.636,2275
18.64,2168
18.644,2086
18.648,2040
18.652,2030
18.656,2019
18.66,2016
18.664,2015
18.668,2009
18.672,2002
18.676,2002
18.68,2001
18.684,2000
18.688,1993
18.692,1997
18.696,1993
18.7,1989
18.704,1989
18.708,1989
18.712,1993
18.716,1992
18.72,1989
18.724,1988
18.728,1984
18.732,1979
18.736,1975
18.74,1972
18.744,1972
18.748,1972
18.752,1972
18.756,1970
18.76,1965
18.764,1959
18.768,1958
18.772,1955
18.776,1951
18.78,1949
18.784,1947
18.788,1948
18.792,1947
18.796,1949
18.8,1949
18.804,1955
18.808,1963
18.812,1971
18.816,1982
18.82,1997
18.824,2007
18.828,2020
18.832,2031
18.836,2040
18.84,2048
18.844,2047
18.848,2055
18.852,2058
18.856,2056
18.86,2058
18.864,2056
18.868,2060
18.872,2062
18.876,2066
18.88,2072
18.884,2069
18.888,2065
18.892,2065
18.896,2062
18.9,2058
18.904,2057
18.908,2057
18.912,2054
18.916,2050
18.92,2051
18.924,2049
18.928,2050
18.932,2050
18.936,2053
18.94,2054
18.944,2053
18.948,2050
18.952,2049
18.956,2046
18.96,2047
18.964,2046
18.968,2042
18.972,2043
18.976,2043
18.98,2040
18.984,2043
18.988,2036
18.992,2033
18.996,2036
19,2039
19.004,2047
19.008,2042
19.012,2044
19.016,2045
19.02,2043
19.024,2039
19.028,2036
19.032,2039
19.036,2035
19.04,2036
19.044,2032
19.048,2036
19.052,2038
19.056,2036
19.06,2027
19.064,2001
19.068,1971
19.072,2016
19.076,2152
19.08,2295
19.084,2520
19.088,2805
19.092,2890
19.096,2822
19.1,2807
19.104,2724
19.108,2545
19.112,2387
19.116,2296
19.12,2202
19.124,2105
19.128,2028
19.132,1994
19.136,1981
19.14,1974
19.144,1973
19.148,1962
19.152,1954
19.156,1954
19.16,1955
19.164,1953
19.168,1951
19.172,1951
19.176,1952
19.18,1950
19.184,1946
19.188,1945
19.192,1943
19.196,1937
19.2,1935
19.204,1934
19.208,1933
19.212,1931
19.216,1922
19.22,1920
19.224,1919
19.228,1917
19.232,1915
19.236,1912
19.24,1904
19.244,1902
19.248,1899
19.252,1897
19.256,1899
19.26,1892
19.264,1891
19.268,1887
19.272,1880
19.276,1881
19.28,1882
19.284,1888
19.288,1899
19.292,1906
19.296,1916
19.3,1926
19.304,1936
19.308,1948
19.312,1957
19.316,1968
19.32,1977
19.324,1984
19.328,1988
19.332,1994
19.336,1997
19.34,2001
19.344,2003
19.348,2005
19.352,2009
19.356,2012
19.36,2009
19.364,2008
19.368,2003
19.372,2001
19.376,2005
19.38,2007
19.384,2011
19.388,2005
19.392,2001
19.396,1998
19.4,1996
19.404,1998
19.408,1994
19.412,1993
19.416,1996
19.42,1994
19.424,1995
19.428,1993
19.432,1990
19.436,1990
19.44,1987
19.444,1986
19.448,1987
19.452,1985
19.456,1982
19.46,1982
19.464,1983
19.468,1982
19.472,1983
19.476,1982
19.48,1983
19.484,1986
19.488,1991
19.492,1987
19.496,1990
19.5,1997
19.504,2001
19.508,2003
19.512,2000
19.516,2001
19.52,2000
19.524,1996
19.528,1998
19.532,1992
19.536,1990
19.54,1992
19.544,1992
19.548,1993
19.552,1992
19.556,1996
19.56,1994
19.564,1992
19.568,1994
19.572,1991
19.576,1992
19.58,1992
19.584,1992
19.588,1992
19.592,1991
19.596,1985
19.6,1988
19.604,1988
19.608,1986
19.612,1987
19.616,1984
19.62,1982
19.624,1985
19.628,1992
19.632,1991
19.636,1993
19.64,1988
19.644,1993
19.648,1988
19.652,1987
19.656,1986
19.66,1984
19.664,1981
19.668,1984
19.672,1990
19.676,1990
19.68,1989
19.684,1988
19.688,1986
19.692,1980
19.696,1984
19.7,1983
19.704,1977
19.708,1978
19.712,1977
19.716,1978
19.72,1975
19.724,1980
19.728,1981
19.732,1979
19.736,1981
19.74,1977
19.744,1978
19.748,1977
19.752,1983
19.756,1984
19.76,1986
19.764,1986
19.768,1985
19.772,1980
19.776,1976
19.78,1975
19.784,1968
19.788,1976
19.792,1978
19.796,1976
19.8,1978
19.804,1978
19.808,1980
19.812,1980
19.816,1980
19.82,1992
19.824,1993
19.828,1988
19.832,1988
19.836,1986
19.84,1987
19.844,1985
19.848,1988
19.852,1985
19.856,1983
19.86,1983
19.864,1983
19.868,1979
19.872,1983
19.876,1988
19.88,1992
19.884,1988
19.888,1987
19.892,1979
19.896,1952
19.9,1916
19.904,1923
19.908,2041
19.912,2195
19.916,2377
19.92,2690
19.924,2877
19.928,2757
19.932,2725
19.936,2694
19.94,2555
19.944,2387
19.948,2267
19.952,2187
19.956,2091
19.96,2008
19.964,1963
19.968,1948
19.972,1932
19.976,1932
19.98,1927
19.984,1922
19.988,1915
19.992,1909
19.996,1910
20,1905
20.004,1903
20.008,1909
20.012,1917
20.016,1908
20.02,1903
20.024,1900
20.028,1900
20.032,1897
20.036,1889
20.04,1888
20.044,1892
20.048,1893
20.052,1891
20.056,1889
20.06,1889
20.064,1889
20.068,1884
20.072,1884
20.076,1884
20.08,1882
20.084,1882
20.088,1883
20.092,1881
20.096,1876
20.1,1875
20.104,1874
20.108,1875
20.112,1877
20.116,1876
20.12,1875
20.124,1876
20.128,1885
20.132,1894
20.136,1901
20.14,1913
20.144,1916
20.148,1921
20.152,1929
20.156,1941
20.16,1946
20.164,1952
20.168,1968
20.172,1980
20.176,1985
20.18,1987
20.184,1989
20.188,1994
20.192,1993
20.196,1993
20.2,1994
20.204,1999
20.208,1999
20.212,2000
20.216,1996
20.22,2000
20.224,1996
20.228,2000
20.232,2007
20.236,2027
20.24,2060
20.244,2087
20.248,2120
20.252,2159
20.256,2209
20.26,2279
20.264,2374
20.268,2433
20.272,2498
20.276,2564
20.28,2601
20.284,2667
20.288,2746
20.292,2838
20.296,2927
20.3,3014
20.304,3054
20.308,3036
20.312,2938
20.316,2750
20.32,2465
20.324,2219
20.328,2024
20.332,1929
20.336,1907
20.34,1895
20.344,1888
20.348,1877
20.352,1867
20.356,1862
20.36,1857
20.364,1850
20.368,1839
20.372,1832
20.376,1830
20.38,1827
20.384,1832
20.388,1830
20.392,1827
20.396,1824
20.4,1812
20.404,1802
20.408,1804
20.412,1801
20.416,1789
20.42,1785
20.424,1786
20.428,1781
20.432,1769
20.436,1768
20.44,1761
20.444,1758
20.448,1748
20.452,1745
20.456,1744
20.46,1738
20.464,1734
20.468,1734
20.472,1737
20.476,1744
20.48,1747
20.484,1755
20.488,1772
20.492,1785
20.496,1800
20.5,1821
20.504,1841
20.508,1869
20.512,1891
20.516,1912
20.52,1939
20.524,1963
20.528,1979
20.532,1996
20.536,2012
20.54,2028
20.544,2032
20.548,2037
20.552,2053
20.556,2059
20.56,2060
20.564,2066
20.568,2072
20.572,2074
20.576,2076
20.58,2077
20.584,2081
20.588,2080
20.592,2079
20.596,2079
20.6,2082
20.604,2084
20.608,2081
20.612,2082
20.616,2078
20.62,2073
20.624,2069
20.628,2072
20.632,2076
20.636,2082
20.64,2078
20.644,2082
20.648,2083
20.652,2087
20.656,2089
20.66,2093
20.664,2095
20.668,2098
20.672,2102
20.676,2107
20.68,2106
20.684,2107
20.688,2115
20.692,2113
20.696,2115
20.7,2116
20.704,2119
20.708,2121
20.712,2123
20.716,2123
20.72,2124
20.724,2121
20.728,2124
20.732,2120
20.736,2123
20.74,2125
20.744,2122
20.748,2123
20.752,2127
20.756,2130
20.76,2131
20.764,2130
20.768,2131
20.772,2129
20.776,2128
20.78,2126
20.784,2126
20.788,2125
20.792,2122
20.796,2122
20.8,2122
20.804,2119
20.808,2121
20.812,2124
20.816,2122
20.82,2122
20.824,2117
20.828,2112
20.832,2108
20.836,2110
20.84,2107
20.844,2110
20.848,2122
20.852,2125
20.856,2122
20.86,2117
20.864,2115
20.868,2113
20.872,2111
20.876,2113
20.88,2119
20.884,2126
20.888,2130
20.892,2126
20.896,2128
20.9,2120
20.904,2118
20.908,2117
20.912,2120
20.916,2126
20.92,2130
20.924,2126
20.928,2130
20.932,2129
20.936,2133
20.94,2135
20.944,2139
20.948,2142
20.952,2140
20.956,2145
20.96,2143
20.964,2145
20.968,2142
20.972,2144
20.976,2137
20.98,2142
20.984,2141
20.988,2142
20.992,2142
20.996,2140
21,2140
21.004,2139
21.008,2139
21.012,2141
21.016,2144
21.02,2140
21.024,2141
21.028,2140
21.032,2135
21.036,2117
21.04,2083
21.044,2083
21.048,2184
21.052,2332
21.056,2482
21.06,2765
21.064,3000
21.068,2985
21.072,2965
21.076,2940
21.08,2814
21.084,2630
21.088,2482
21.092,2383
21.096,2283
21.1,2190
21.104,2130
21.108,2102
21.112,2102
21.116,2101
21.12,2096
21.124,2081
21.128,2071
21.132,2078
21.136,2074
21.14,2066
21.144,2061
21.148,2063
21.152,2059
21.156,2055
21.16,2053
21.164,2055
21.168,2055
21.172,2051
21.176,2052
21.18,2054
21.184,2052
21.188,2054
21.192,2052
21.196,2054
21.2,2051
21.204,2049
21.208,2054
21.212,2057
21.216,2059
21.22,2057
21.224,2057
21.228,2057
21.232,2056
21.236,2055
21.24,2053
21.244,2050
21.248,2047
21.252,2044
21.256,2050
21.26,2058
21.264,2065
21.268,2069
21.272,2073
21.276,2080
21.28,2088
21.284,2100
21.288,2110
21.292,2127
21.296,2140
21.3,2152
21.304,2161
21.308,2167
21.312,2174
21.316,2183
21.32,2187
21.324,2194
21.328,2196
21.332,2199
21.336,2198
21.34,2201
21.344,2205
21.348,2208
21.352,2205
21.356,2206
21.36,2205
21.364,2209
21.368,2208
21.372,2206
21.376,2203
21.38,2198
21.384,2203
21.388,2201
21.392,2203
21.396,2200
21.4,2198
21.404,2196
21.408,2192
21.412,2188
21.416,2186
21.42,2185
21.424,2181
21.428,2178
21.432,2176
21.436,2172
21.44,2169
21.444,2166
21.448,2161
21.452,2165
21.456,2170
21.46,2174
21.464,2179
21.468,2182
21.472,2179
21.476,2184
21.48,2184
21.484,2189
21.488,2185
21.492,2187
21.496,2186
21.5,2184
21.504,2186
21.508,2186
21.512,2195
21.516,2195
21.52,2198
21.524,2198
21.528,2200
21.532,2203
21.536,2199
21.54,2199
21.544,2198
21.548,2196
21.552,2193
21.556,2179
21.56,2149
21.564,2133
21.568,2190
21.572,2336
21.576,2480
21.58,2738
21.584,3012
21.588,3048
21.592,2972
21.596,2968
21.6,2871
21.604,2689
21.608,2549
21.612,2463
21.616,2365
21.62,2261
21.624,2195
21.628,2170
21.632,2165
21.636,2165
21.64,2164
21.644,2161
21.648,2153
21.652,2149
21.656,2150
21.66,2143
21.664,2140
21.668,2143
21.672,2144
21.676,2143
21.68,2139
21.684,2143
21.688,2144
21.692,2141
21.696,2139
21.7,2134
21.704,2135
21.708,2134
21.712,2134
21.716,2132
21.72,2133
21.724,2130
21.728,2130
21.732,2128
21.736,2123
21.74,2123
21.744,2115
21.748,2108
21.752,2104
21.756,2104
21.76,2108
21.764,2111
21.768,2110
21.772,2110
21.776,2109
21.78,2108
21.784,2111
21.788,2116
21.792,2118
21.796,2125
21.8,2136
21.804,2147
21.808,2159
21.812,2170
21.816,2180
21.82,2191
21.824,2195
21.828,2198
21.832,2205
21.836,2206
21.84,2209
21.844,2207
21.848,2213
21.852,2210
21.856,2210
21.86,2209
21.864,2210
21.868,2205
21.872,2202
21.876,2196
21.88,2194
21.884,2200
21.888,2207
21.892,2211
21.896,2209
21.9,2207
21.904,2209
21.908,2206
21.912,2206
21.916,2206
21.92,2210
21.924,2215
21.928,2218
21.932,2218
21.936,2218
21.94,2218
21.944,2222
21.948,2223
21.952,2227
21.956,2227
21.96,2227
21.964,2223
21.968,2208
21.972,2182
21.976,2188
21.98,2289
21.984,2444
21.988,2621
21.992,2898
21.996,3057
22,3019
22.004,3025
22.008,2983
22.012,2836
22.016,2661
22.02,2547
22.024,2449
22.028,2334
22.032,2246
22.036,2200
22.04,2187
22.044,2176
22.048,2173
22.052,2166
22.056,2164
22.06,2159
22.064,2155
22.068,2156
22.072,2152
22.076,2149
22.08,2147
22.084,2146
22.088,2139
22.092,2134
22.096,2135
22.1,2133
22.104,2132
22.108,2124
22.112,2125
22.116,2126
22.12,2122
22.124,2116
22.128,2115
22.132,2120
22.136,2122
22.14,2126
22.144,2122
22.148,2123
22.152,2117
22.156,2113
22.16,2109
22.164,2107
22.168,2105
22.172,2105
22.176,2103
22.18,2100
22.184,2102
22.188,2102
22.192,2112
22.196,2117
22.2,2119
22.204,2129
22.208,2148
22.212,2162
22.216,2167
22.22,2173
22.224,2180
22.228,2186
22.232,2191
22.236,2190
22.24,2193
22.244,2202
22.248,2200
22.252,2198
22.256,2203
22.26,2207
22.264,2206
22.268,2206
22.272,2208
22.276,2206
22.28,2204
22.284,2203
22.288,2203
22.292,2201
22.296,2198
22.3,2203
22.304,2200
22.308,2203
22.312,2202
22.316,2195
22.32,2198
22.324,2196
22.328,2198
22.332,2198
22.336,2197
22.34,2198
22.344,2197
22.348,2196
22.352,2193
22.356,2192
22.36,2192
22.364,2193
22.368,2198
22.372,2192
22.376,2188
22.38,2191
22.384,2193
22.388,2198
22.392,2194
22.396,2197
22.4,2195
22.404,2193
22.408,2198
22.412,2200
22.416,2203
22.42,2206
22.424,2202
22.428,2202
22.432,2203
22.436,2206
22.44,2209
22.444,2206
22.448,2205
22.452,2202
22.456,2204
22.46,2205
22.464,2203
22.468,2198
22.472,2196
22.476,2201
22.48,2191
22.484,2166
22.488,2134
22.492,2162
22.496,2284
22.5,2445
22.504,2650
22.508,2964
22.512,3083
22.516,2931
22.52,2906
22.524,2863
22.528,2700
22.532,2550
22.536,2448
22.54,2360
22.544,2276
22.548,2200
22.552,2167
22.556,2156
22.56,2148
22.564,2147
22.568,2143
22.572,2135
22.576,2130
22.58,2133
22.584,2130
22.588,2126
22.592,2119
22.596,2126
22.6,2120
22.604,2118
22.608,2119
22.612,2115
22.616,2114
22.62,2104
22.624,2101
22.628,2099
22.632,2102
22.636,2099
22.64,2105
22.644,2097
22.648,2097
22.652,2094
22.656,2088
22.66,2093
22.664,2089
22.668,2082
22.672,2087
22.676,2081
22.68,2080
22.684,2072
22.688,2074
22.692,2076
22.696,2073
22.7,2079
22.704,2082
22.708,2084
22.712,2086
22.716,2091
22.72,2103
22.724,2115
22.728,2124
22.732,2129
22.736,2137
22.74,2151
22.744,2157
22.748,2157
22.752,2167
22.756,2171
22.76,2177
22.764,2187
22.768,2192
22.772,2195
22.776,2195
22.78,2192
22.784,2194
22.788,2196
22.792,2198
22.796,2201
22.8,2204
22.804,2204
22.808,2202
22.812,2206
22.816,2204
22.82,2206
22.824,2204
22.828,2203
22.832,2201
22.836,2196
22.84,2195
22.844,2192
22.848,2194
22.852,2192
22.856,2189
22.86,2190
22.864,2189
22.868,2188
22.872,2186
22.876,2180
22.88,2181
22.884,2179
22.888,2182
22.892,2187
22.896,2188
22.9,2188
22.904,2188
22.908,2191
22.912,2188
22.916,2186
22.92,2187
22.924,2189
22.928,2195
22.932,2192
22.936,2196
22.94,2196
22.944,2199
22.948,2200
22.952,2198
22.956,2197
22.96,2197
22.964,2198
22.968,2200
22.972,2200
22.976,2199
22.98,2202
22.984,2201
22.988,2200
22.992,2201
22.996,2201
23,2200
23.004,2203
23.008,2206
23.012,2208
23.016,2212
23.02,2216
23.024,2213
23.028,2212
23.032,2211
23.036,2211
23.04,2208
23.044,2207
23.048,2211
23.052,2215
23.056,2215
23.06,2216
23.064,2220
23.068,2220
23.072,2221
23.076,2221
23.08,2221
23.084,2218
23.088,2199
23.092,2171
23.096,2163
23.1,2254
23.104,2401
23.108,2555
23.112,2835
23.116,3073
23.12,3026
23.124,2973
23.128,2961
23.132,2853
23.136,2676
23.14,2545
23.144,2458
23.148,2359
23.152,2266
23.156,2206
23.16,2183
23.164,2178
23.168,2169
23.172,2168
23.176,2161
23.18,2161
23.184,2158
23.188,2161
23.192,2160
23.196,2161
23.2,2167
23.204,2165
23.208,2164
23.212,2164
23.216,2163
23.22,2166
23.224,2165
23.228,2165
23.232,2163
23.236,2164
23.24,2156
23.244,2155
23.248,2154
23.252,2151
23.256,2142
23.26,2147
23.264,2148
23.268,2150
23.272,2148
23.276,2143
23.28,2136
23.284,2130
23.288,2119
23.292,2117
23.296,2114
23.3,2115
23.304,2119
23.308,2124
23.312,2126
23.316,2125
23.32,2130
23.324,2144
23.328,2152
23.332,2164
23.336,2178
23.34,2194
23.344,2204
23.348,2217
23.352,2222
23.356,2231
23.36,2238
23.364,2241
23.368,2241
23.372,2244
23.376,2246
23.38,2239
23.384,2240
23.388,2245
23.392,2251
23.396,2251
23.4,2249
23.404,2249
23.408,2243
23.412,2243
23.416,2244
23.42,2245
23.424,2255
23.428,2266
23.432,2293
23.436,2327
23.44,2363
23.444,2400
23.448,2433
23.452,2477
23.456,2537
23.46,2627
23.464,2690
23.468,2771
23.472,2821
23.476,2852
23.48,2942
23.484,3049
23.488,3152
23.492,3254
23.496,3325
23.5,3378
23.504,3336
23.508,3205
23.512,3009
23.516,2756
23.52,2498
23.524,2297
23.528,2173
23.532,2143
23.536,2127
23.54,2115
23.544,2109
23.548,2098
23.552,2092
23.556,2092
23.56,2086
23.564,2082
23.568,2080
23.572,2077
23.576,2076
23.58,2072
23.584,2068
23.588,2062
23.592,2055
23.596,2047
23.6,2039
23.604,2034
23.608,2026
23.612,2017
