time,signal
7.992,1974
7.996,1968
8,1970
8.004,1971
8.008,1971
8.012,1969
8.016,1968
8.02,1967
8.024,1966
8.028,1960
8.032,1962
8.036,1960
8.04,1958
8.044,1955
8.048,1956
8.052,1953
8.056,1951
8.06,1947
8.064,1942
8.068,1941
8.072,1946
8.076,1948
8.08,1952
8.084,1952
8.088,1960
8.092,1959
8.096,1959
8.1,1966
8.104,1973
8.108,1989
8.112,2006
8.116,2013
8.12,2029
8.124,2041
8.128,2045
8.132,2052
8.136,2052
8.14,2060
8.144,2063
8.148,2065
8.152,2066
8.156,2069
8.16,2068
8.164,2069
8.168,2068
8.172,2067
8.176,2070
8.18,2066
8.184,2067
8.188,2062
8.192,2060
8.196,2061
8.2,2065
8.204,2063
8.208,2063
8.212,2062
8.216,2059
8.22,2051
8.224,2050
8.228,2047
8.232,2050
8.236,2052
8.24,2053
8.244,2054
8.248,2051
8.252,2054
8.256,2052
8.26,2056
8.264,2051
8.268,2053
8.272,2052
8.276,2053
8.28,2048
8.284,2050
8.288,2050
8.292,2049
8.296,2050
8.3,2046
8.304,2042
8.308,2045
8.312,2042
8.316,2023
8.32,2001
8.324,2013
8.328,2116
8.332,2278
8.336,2445
8.34,2746
8.344,2907
8.348,2774
8.352,2746
8.356,2719
8.36,2570
8.364,2417
8.368,2302
8.372,2222
8.376,2134
8.38,2060
8.384,2031
8.388,2019
8.392,2014
8.396,2009
8.4,2006
8.404,2002
8.408,2000
8.412,2001
8.416,2000
8.42,1990
8.424,1990
8.428,1988
8.432,1985
8.436,1982
8.44,1978
8.444,1976
8.448,1974
8.452,1976
8.456,1974
8.46,1976
8.464,1975
8.468,1977
8.472,1975
8.476,1975
8.48,1972
8.484,1972
8.488,1968
8.492,1971
8.496,1969
8.5,1969
8.504,1963
8.508,1966
8.512,1965
8.516,1964
8.52,1961
8.524,1962
8.528,1959
8.532,1961
8.536,1963
8.54,1967
8.544,1971
8.548,1977
8.552,1984
8.556,1993
8.56,2002
8.564,2006
8.568,2015
8.572,2030
8.576,2040
8.58,2045
8.584,2049
8.588,2057
8.592,2062
8.596,2062
8.6,2066
8.604,2069
8.608,2072
8.612,2071
8.616,2073
8.62,2078
8.624,2080
8.628,2081
8.632,2083
8.636,2084
8.64,2086
8.644,2087
8.648,2084
8.652,2086
8.656,2086
8.66,2082
8.664,2086
8.668,2086
8.672,2085
8.676,2086
8.68,2085
8.684,2082
8.688,2079
8.692,2075
8.696,2071
8.7,2076
8.704,2079
8.708,2081
8.712,2083
8.716,2083
8.72,2082
8.724,2083
8.728,2085
8.732,2089
8.736,2088
8.74,2092
8.744,2095
8.748,2099
8.752,2096
8.756,2100
8.76,2104
8.764,2104
8.768,2103
8.772,2104
8.776,2105
8.78,2111
8.784,2115
8.788,2115
8.792,2115
8.796,2113
8.8,2112
8.804,2109
8.808,2111
8.812,2109
8.816,2110
8.82,2112
8.824,2112
8.828,2115
8.832,2120
8.836,2122
8.84,2120
8.844,2122
8.848,2119
8.852,2122
8.856,2121
8.86,2123
8.864,2120
8.868,2126
8.872,2125
8.876,2130
8.88,2128
8.884,2129
8.888,2130
8.892,2121
8.896,2100
8.9,2065
8.904,2067
8.908,2175
8.912,2319
8.916,2485
8.92,2793
8.924,3005
8.928,2945
8.932,2941
8.936,2911
8.94,2770
8.944,2585
8.948,2465
8.952,2377
8.956,2270
8.96,2171
8.964,2120
8.968,2105
8.972,2093
8.976,2090
8.98,2087
8.984,2080
8.988,2073
8.992,2069
8.996,2074
9,2075
9.004,2070
9.008,2074
9.012,2070
9.016,2068
9.02,2069
9.024,2068
9.028,2068
9.032,2067
9.036,2065
9.04,2060
9.044,2055
9.048,2052
9.052,2051
9.056,2053
9.06,2054
9.064,2049
9.068,2044
9.072,2045
9.076,2050
9.08,2051
9.084,2052
9.088,2049
9.092,2048
9.096,2041
9.1,2039
9.104,2039
9.108,2039
9.112,2041
9.116,2038
9.12,2044
9.124,2044
9.128,2053
9.132,2064
9.136,2074
9.14,2087
9.144,2098
9.148,2106
9.152,2119
9.156,2124
9.16,2131
9.164,2136
9.168,2139
9.172,2143
9.176,2147
9.18,2148
9.184,2151
9.188,2155
9.192,2150
9.196,2154
9.2,2154
9.204,2161
9.208,2165
9.212,2165
9.216,2164
9.22,2163
9.224,2162
9.228,2162
9.232,2159
9.236,2158
9.24,2158
9.244,2153
9.248,2148
9.252,2144
9.256,2141
9.26,2142
9.264,2139
9.268,2122
9.272,2102
9.276,2121
9.28,2232
9.284,2385
9.288,2607
9.292,2880
9.296,3007
9.3,2995
9.304,3015
9.308,2918
9.312,2712
9.316,2525
9.32,2402
9.324,2284
9.328,2181
9.332,2127
9.336,2110
9.34,2100
9.344,2092
9.348,2082
9.352,2073
9.356,2071
9.36,2066
9.364,2060
9.368,2059
9.372,2059
9.376,2059
9.38,2055
9.384,2055
9.388,2053
9.392,2050
9.396,2049
9.4,2047
9.404,2043
9.408,2042
9.412,2039
9.416,2035
9.42,2033
9.424,2029
9.428,2028
9.432,2025
9.436,2022
9.44,2017
9.444,2015
9.448,2015
9.452,2015
9.456,2016
9.46,2015
9.464,2011
9.468,2012
9.472,2006
9.476,2004
9.48,2008
9.484,2011
9.488,2016
9.492,2021
9.496,2027
9.5,2039
9.504,2049
9.508,2063
9.512,2074
9.516,2083
9.52,2086
9.524,2094
9.528,2097
9.532,2100
9.536,2101
9.54,2104
9.544,2105
9.548,2106
9.552,2104
9.556,2104
9.56,2101
9.564,2101
9.568,2099
9.572,2099
9.576,2104
9.58,2107
9.584,2110
9.588,2108
9.592,2108
9.596,2105
9.6,2102
9.604,2102
9.608,2098
9.612,2099
9.616,2098
9.62,2099
9.624,2099
9.628,2102
9.632,2102
9.636,2104
9.64,2103
9.644,2100
9.648,2099
9.652,2095
9.656,2094
9.66,2094
9.664,2090
9.668,2091
9.672,2091
9.676,2090
9.68,2086
9.684,2090
9.688,2086
9.692,2085
9.696,2086
9.7,2088
9.704,2086
9.708,2094
9.712,2090
9.716,2086
9.72,2081
9.724,2079
9.728,2080
9.732,2076
9.736,2075
9.74,2077
9.744,2078
9.748,2078
9.752,2080
9.756,2085
9.76,2084
9.764,2082
9.768,2081
9.772,2083
9.776,2081
9.78,2080
9.784,2079
9.788,2078
9.792,2077
9.796,2077
9.8,2075
9.804,2076
9.808,2074
9.812,2076
9.816,2073
9.82,2068
9.824,2069
9.828,2071
9.832,2073
9.836,2076
9.84,2076
9.844,2070
9.848,2046
9.852,2009
9.856,2014
9.86,2134
9.864,2279
9.868,2454
9.872,2751
9.876,2941
9.88,2846
9.884,2832
9.888,2790
9.892,2659
9.896,2482
9.9,2366
9.904,2285
9.908,2182
9.912,2096
9.916,2044
9.92,2031
9.924,2018
9.928,2011
9.932,2006
9.936,2001
9.94,1996
9.944,1989
9.948,1990
9.952,1989
9.956,1987
9.96,1988
9.964,1984
9.968,1983
9.972,1978
9.976,1975
9.98,1973
9.984,1967
9.988,1962
9.992,1966
9.996,1965
10,1961
10.004,1957
10.008,1957
10.012,1953
10.016,1949
10.02,1953
10.024,1951
10.028,1955
10.032,1951
10.036,1946
10.04,1941
10.044,1941
10.048,1939
10.052,1938
10.056,1935
10.06,1938
10.064,1936
10.068,1939
10.072,1939
10.076,1943
10.08,1950
10.084,1964
10.088,1975
10.092,1981
10.096,1989
10.1,1998
10.104,2007
10.108,2014
10.112,2020
10.116,2028
10.12,2034
10.124,2037
10.128,2037
10.132,2039
10.136,2043
10.14,2045
10.144,2043
10.148,2043
10.152,2044
10.156,2042
10.16,2041
10.164,2042
10.168,2041
10.172,2046
10.176,2046
10.18,2045
10.184,2041
10.188,2039
10.192,2040
10.196,2036
10.2,2034
10.204,2046
10.208,2076
10.212,2112
10.216,2140
10.22,2175
10.224,2209
10.228,2258
10.232,2315
10.236,2400
10.24,2460
10.244,2536
10.248,2609
10.252,2648
10.256,2719
10.26,2796
10.264,2877
10.268,2986
10.272,3088
10.276,3130
10.28,3093
10.284,2973
10.288,2776
10.292,2542
10.296,2317
10.3,2119
10.304,1975
10.308,1921
10.312,1909
10.316,1898
10.32,1889
10.324,1875
10.328,1872
10.332,1872
10.336,1870
10.34,1861
10.344,1852
10.348,1847
10.352,1843
10.356,1833
10.36,1825
10.364,1820
10.368,1819
10.372,1810
10.376,1804
10.38,1799
10.384,1794
10.388,1786
10.392,1776
10.396,1767
10.4,1757
10.404,1746
10.408,1734
10.412,1730
10.416,1722
10.42,1713
10.424,1699
10.428,1698
10.432,1694
10.436,1691
10.44,1688
10.444,1688
10.448,1688
10.452,1696
10.456,1709
10.46,1729
10.464,1750
10.468,1761
10.472,1781
10.476,1802
10.48,1826
10.484,1845
10.488,1872
10.492,1899
10.496,1918
10.5,1938
10.504,1948
10.508,1967
10.512,1977
10.516,1981
10.52,1988
10.524,1996
10.528,1998
10.532,1996
10.536,1998
10.54,1991
10.544,1992
10.548,1991
10.552,1987
10.556,1988
10.56,1987
10.564,1985
10.568,1984
10.572,1985
10.576,1983
10.58,1989
10.584,1991
10.588,1994
10.592,2000
10.596,1996
10.6,1995
10.604,1994
10.608,1992
10.612,1990
10.616,1992
10.62,1991
10.624,1994
10.628,1995
10.632,1996
10.636,1995
10.64,2000
10.644,1999
10.648,2004
10.652,2008
10.656,2008
10.66,2008
10.664,2007
10.668,2008
10.672,2002
10.676,1998
10.68,2002
10.684,2000
10.688,2001
10.692,1997
10.696,1996
10.7,1996
10.704,2000
10.708,2005
10.712,2012
10.716,2016
10.72,2016
10.724,2016
10.728,2019
10.732,2016
10.736,2019
10.74,2021
10.744,2020
10.748,2023
10.752,2024
10.756,2024
10.76,2024
10.764,2024
10.768,2027
10.772,2023
10.776,2027
10.78,2027
10.784,2025
10.788,2027
10.792,2039
10.796,2039
10.8,2035
10.804,2035
10.808,2030
10.812,2033
10.816,2028
10.82,2026
10.824,2020
10.828,2016
10.832,2020
10.836,2018
10.84,2025
10.844,2024
10.848,2025
10.852,2020
10.856,2022
10.86,2028
10.864,2032
10.868,2031
10.872,2031
10.876,2034
10.88,2036
10.884,2038
10.888,2036
10.892,2037
10.896,2036
10.9,2040
10.904,2040
10.908,2040
10.912,2042
10.916,2040
10.92,2040
10.924,2040
10.928,2040
10.932,2039
10.936,2040
10.94,2039
10.944,2037
10.948,2032
10.952,2032
10.956,2030
10.96,2035
10.964,2033
10.968,2035
10.972,2033
10.976,2025
10.98,2016
10.984,2025
10.988,2026
10.992,2025
10.996,2023
11,2029
11.004,2035
11.008,2034
11.012,2026
11.016,1993
11.02,1973
11.024,2018
11.028,2163
11.032,2329
11.036,2550
11.04,2851
11.044,2919
11.048,2764
11.052,2756
11.056,2691
11.06,2524
11.064,2371
11.068,2273
11.072,2187
11.076,2098
11.08,2028
11.084,2000
11.088,1985
11.092,1984
11.096,1983
11.1,1974
11.104,1966
11.108,1958
11.112,1959
11.116,1952
11.12,1943
11.124,1944
11.128,1948
11.132,1948
11.136,1938
11.14,1941
11.144,1948
11.148,1947
11.152,1946
11.156,1947
11.16,1950
11.164,1950
11.168,1945
11.172,1947
11.176,1945
11.18,1944
11.184,1947
11.188,1944
11.192,1944
11.196,1939
11.2,1936
11.204,1939
11.208,1936
11.212,1938
11.216,1936
11.22,1932
11.224,1931
11.228,1930
11.232,1926
11.236,1928
11.24,1931
11.244,1936
11.248,1935
11.252,1938
11.256,1943
11.26,1952
11.264,1960
11.268,1971
11.272,1985
11.276,1991
11.28,2004
11.284,2016
11.288,2019
11.292,2024
11.296,2026
11.3,2031
11.304,2033
11.308,2032
11.312,2031
11.316,2033
11.32,2032
11.324,2030
11.328,2030
11.332,2029
11.336,2028
11.34,2035
11.344,2032
11.348,2028
11.352,2030
11.356,2024
11.36,2022
11.364,2024
11.368,2025
11.372,2020
11.376,2021
11.38,2018
11.384,2008
11.388,2004
11.392,2003
11.396,2001
11.4,1999
11.404,1999
11.408,1996
11.412,1997
11.416,1994
11.42,1996
11.424,1998
11.428,1997
11.432,1996
11.436,1997
11.44,1995
11.444,2001
11.448,1998
11.452,2000
11.456,1997
11.46,2000
11.464,2003
11.468,2011
11.472,2013
11.476,2011
11.48,2009
11.484,2010
11.488,2009
11.492,2004
11.496,2007
11.5,2007
11.504,2007
11.508,2005
11.512,2007
11.516,2003
11.52,1998
11.524,1992
11.528,1988
11.532,1990
11.536,1991
11.54,1991
11.544,1995
11.548,1995
11.552,1997
11.556,2000
11.56,2003
11.564,2002
11.568,2007
11.572,2006
11.576,2004
11.58,2005
11.584,2007
11.588,2009
11.592,2012
11.596,2014
11.6,2009
11.604,2012
11.608,2009
11.612,2011
11.616,2007
11.62,2008
11.624,2008
11.628,2008
11.632,2007
11.636,2008
11.64,2004
11.644,2002
11.648,1999
11.652,1996
11.656,1979
11.66,1945
11.664,1928
11.668,2007
11.672,2156
11.676,2305
11.68,2583
11.684,2839
11.688,2825
11.692,2774
11.696,2771
11.7,2664
11.704,2476
11.708,2333
11.712,2247
11.716,2153
11.72,2061
11.724,1998
11.728,1974
11.732,1958
11.736,1959
11.74,1953
11.744,1946
11.748,1939
11.752,1940
11.756,1942
11.76,1935
11.764,1933
11.768,1935
11.772,1934
11.776,1929
11.78,1928
11.784,1924
11.788,1924
11.792,1913
11.796,1907
11.8,1904
11.804,1903
11.808,1899
11.812,1896
11.816,1897
11.82,1895
11.824,1889
11.828,1881
11.832,1885
11.836,1883
11.84,1887
11.844,1887
11.848,1887
11.852,1887
11.856,1883
11.86,1881
11.864,1879
11.868,1877
11.872,1876
11.876,1875
11.88,1876
11.884,1880
11.888,1885
11.892,1891
11.896,1900
11.9,1908
11.904,1916
11.908,1928
11.912,1941
11.916,1949
11.92,1957
11.924,1964
11.928,1972
11.932,1976
11.936,1974
11.94,1974
11.944,1975
11.948,1980
11.952,1979
11.956,1975
11.96,1979
11.964,1979
11.968,1981
11.972,1987
11.976,1981
11.98,1980
11.984,1979
11.988,1978
11.992,1979
11.996,1982
12,1983
12.004,1976
12.008,1968
12.012,1959
12.016,2000
12.02,2138
12.024,2292
12.028,2556
12.032,2787
12.036,2872
12.04,2883
12.044,2863
12.048,2740
12.052,2536
12.056,2359
12.06,2219
12.064,2077
12.068,1985
12.072,1952
12.076,1937
12.08,1925
12.084,1917
12.088,1916
12.092,1911
12.096,1908
12.1,1906
12.104,1901
12.108,1898
12.112,1894
12.116,1895
12.12,1890
12.124,1889
12.128,1887
12.132,1887
12.136,1887
12.14,1883
12.144,1884
12.148,1883
12.152,1884
12.156,1884
12.16,1879
12.164,1882
12.168,1881
12.172,1878
12.176,1878
12.18,1876
12.184,1868
12.188,1868
12.192,1868
12.196,1860
12.2,1854
12.204,1850
12.208,1853
12.212,1855
12.216,1855
12.22,1864
12.224,1868
12.228,1871
12.232,1872
12.236,1880
12.24,1894
12.244,1907
12.248,1916
12.252,1924
12.256,1937
12.26,1944
12.264,1950
12.268,1957
12.272,1965
12.276,1966
12.28,1965
12.284,1967
12.288,1964
12.292,1959
12.296,1953
12.3,1953
12.304,1955
12.308,1958
12.312,1951
12.316,1947
12.32,1950
12.324,1943
12.328,1942
12.332,1939
12.336,1942
12.34,1940
12.344,1942
12.348,1942
12.352,1943
12.356,1941
12.36,1935
12.364,1935
12.368,1935
12.372,1936
12.376,1939
12.38,1940
12.384,1941
12.388,1944
12.392,1945
12.396,1949
12.4,1954
12.404,1952
12.408,1953
12.412,1956
12.416,1956
12.42,1955
12.424,1954
12.428,1955
12.432,1950
12.436,1948
12.44,1948
12.444,1949
12.448,1950
12.452,1948
12.456,1948
12.46,1954
12.464,1954
12.468,1961
12.472,1960
12.476,1946
12.48,1918
12.484,1891
12.488,1929
12.492,2067
12.496,2204
12.5,2428
12.504,2711
12.508,2808
12.512,2715
12.516,2715
12.52,2646
12.524,2466
12.528,2312
12.532,2216
12.536,2127
12.54,2026
12.544,1949
12.548,1917
12.552,1906
12.556,1901
12.56,1898
12.564,1890
12.568,1885
12.572,1886
12.576,1878
12.58,1875
12.584,1875
12.588,1878
12.592,1878
12.596,1880
12.6,1878
12.604,1874
12.608,1877
12.612,1873
12.616,1868
12.62,1867
12.624,1865
12.628,1864
12.632,1864
12.636,1865
12.64,1863
12.644,1859
12.648,1856
12.652,1856
12.656,1857
12.66,1857
12.664,1852
12.668,1847
12.672,1845
12.676,1841
12.68,1836
12.684,1836
12.688,1835
12.692,1835
12.696,1840
12.7,1841
12.704,1841
12.708,1845
12.712,1852
12.716,1863
12.72,1880
12.724,1892
12.728,1899
12.732,1908
12.736,1915
12.74,1925
12.744,1929
12.748,1934
12.752,1938
12.756,1944
12.76,1943
12.764,1948
12.768,1955
12.772,1955
12.776,1959
12.78,1959
12.784,1962
12.788,1962
12.792,1965
12.796,1965
12.8,1965
12.804,1965
12.808,1965
12.812,1962
12.816,1965
12.82,1961
12.824,1955
12.828,1952
12.832,1947
12.836,1950
12.84,1951
12.844,1952
12.848,1957
12.852,1952
12.856,1949
12.86,1944
12.864,1943
12.868,1944
12.872,1945
12.876,1944
12.88,1949
12.884,1949
12.888,1950
12.892,1954
12.896,1954
12.9,1956
12.904,1953
12.908,1955
12.912,1956
12.916,1956
12.92,1952
12.924,1956
12.928,1953
12.932,1951
12.936,1953
12.94,1955
12.944,1955
12.948,1957
12.952,1957
12.956,1953
12.96,1951
12.964,1953
12.968,1956
12.972,1959
12.976,1961
12.98,1955
12.984,1957
12.988,1958
12.992,1958
12.996,1956
13,1960
13.004,1957
13.008,1957
13.012,1962
13.016,1961
13.02,1961
13.024,1963
13.028,1964
13.032,1965
13.036,1964
13.04,1965
13.044,1964
13.048,1963
13.052,1964
13.056,1967
13.06,1965
13.064,1967
13.068,1966
13.072,1963
13.076,1964
13.08,1961
13.084,1955
13.088,1954
13.092,1958
13.096,1959
13.1,1961
13.104,1962
13.108,1961
13.112,1960
13.116,1958
13.12,1958
13.124,1963
13.128,1963
13.132,1963
13.136,1963
13.14,1963
13.144,1965
13.148,1968
13.152,1967
13.156,1971
13.16,1969
13.164,1968
13.168,1969
13.172,1971
13.176,1973
13.18,1971
13.184,1972
13.188,1971
13.192,1971
13.196,1972
13.2,1972
13.204,1969
13.208,1961
13.212,1959
13.216,1961
13.22,1966
13.224,1965
13.228,1966
13.232,1966
13.236,1960
13.24,1930
13.244,1899
13.248,1924
13.252,2054
13.256,2192
13.26,2376
13.264,2661
13.268,2833
13.272,2741
13.276,2754
13.28,2699
13.284,2561
13.288,2378
13.292,2273
13.296,2188
13.3,2079
13.304,1999
13.308,1947
13.312,1933
13.316,1923
13.32,1921
13.324,1919
13.328,1908
13.332,1898
13.336,1895
13.34,1898
13.344,1894
13.348,1897
13.352,1898
13.356,1896
13.36,1895
13.364,1892
13.368,1893
13.372,1893
13.376,1890
13.38,1885
13.384,1885
13.388,1885
13.392,1891
13.396,1889
13.4,1890
13.404,1889
13.408,1887
13.412,1887
13.416,1887
13.42,1885
13.424,1884
13.428,1883
13.432,1882
13.436,1879
13.44,1879
13.444,1875
13.448,1874
13.452,1874
13.456,1873
13.46,1867
13.464,1874
13.468,1881
13.472,1890
13.476,1900
13.48,1907
13.484,1922
13.488,1923
13.492,1933
13.496,1943
13.5,1958
13.504,1967
13.508,1974
13.512,1985
13.516,1986
13.52,1992
13.524,1995
13.528,1997
13.532,2003
13.536,1999
13.54,1999
13.544,1999
13.548,1999
13.552,1998
13.556,1997
13.56,1995
13.564,1995
13.568,1993
13.572,1991
13.576,1990
13.58,1989
13.584,1983
13.588,1980
13.592,1983
13.596,1989
13.6,1987
13.604,1990
13.608,1989
13.612,1988
13.616,1987
13.62,1989
13.624,1987
13.628,1988
13.632,1985
13.636,1987
13.64,1984
13.644,1987
13.648,1980
13.652,1983
13.656,1982
13.66,1992
13.664,2009
13.668,2035
13.672,2066
13.676,2098
13.68,2131
13.684,2155
13.688,2210
13.692,2294
13.696,2400
13.7,2473
13.704,2516
13.708,2559
13.712,2591
13.716,2654
13.72,2693
13.724,2775
13.728,2943
13.732,3060
13.736,3092
13.74,2991
13.744,2837
13.748,2629
13.752,2418
13.756,2224
13.76,2048
13.764,1928
13.768,1900
13.772,1888
13.776,1879
13.78,1872
13.784,1861
13.788,1857
13.792,1852
13.796,1845
13.8,1837
13.804,1838
13.808,1830
13.812,1828
13.816,1820
13.82,1817
13.824,1812
13.828,1802
13.832,1797
13.836,1791
13.84,1787
13.844,1776
13.848,1778
13.852,1774
13.856,1763
13.86,1751
13.864,1735
13.868,1728
13.872,1721
13.876,1709
13.88,1702
13.884,1697
13.888,1689
13.892,1674
13.896,1672
13.9,1667
13.904,1671
13.908,1668
13.912,1673
13.916,1682
13.92,1699
13.924,1706
13.928,1717
13.932,1741
13.936,1771
13.94,1792
13.944,1815
13.948,1846
13.952,1871
13.956,1890
13.96,1911
13.964,1933
13.968,1950
13.972,1965
13.976,1975
13.98,1985
13.984,1994
13.988,1993
13.992,1998
13.996,2006
14,2008
14.004,2008
14.008,2008
14.012,2016
14.016,2016
14.02,2012
14.024,2012
14.028,2014
14.032,2016
14.036,2012
14.04,2011
14.044,2010
14.048,2011
14.052,2011
14.056,2008
14.06,2008
14.064,2008
14.068,2010
14.072,2012
14.076,2008
14.08,2010
14.084,2002
14.088,2002
14.092,2006
14.096,2008
14.1,2013
14.104,2015
14.108,2014
14.112,2016
14.116,2013
14.12,2019
14.124,2015
14.128,2015
14.132,2014
14.136,2015
14.14,2018
14.144,2022
14.148,2026
14.152,2023
14.156,2025
14.16,2024
14.164,2022
14.168,2020
14.172,2021
14.176,2021
14.18,2021
14.184,2021
14.188,2018
14.192,2021
14.196,2018
14.2,2021
14.204,2014
14.208,1994
14.212,1959
14.216,1956
14.22,2050
14.224,2209
14.228,2387
14.232,2673
14.236,2897
14.24,2813
14.244,2732
14.248,2726
14.252,2623
14.256,2453
14.26,2320
14.264,2236
14.268,2148
14.272,2065
14.276,2013
14.28,1994
14.284,1988
14.288,1985
14.292,1984
14.296,1974
14.3,1971
14.304,1968
14.308,1968
14.312,1960
14.316,1955
14.32,1960
14.324,1958
14.328,1960
14.332,1952
14.336,1953
14.34,1953
14.344,1947
14.348,1950
14.352,1948
14.356,1949
14.36,1953
14.364,1945
14.368,1944
14.372,1939
14.376,1936
14.38,1935
14.384,1934
14.388,1933
14.392,1933
14.396,1930
14.4,1933
14.404,1932
14.408,1929
14.412,1926
14.416,1925
14.42,1925
14.424,1925
14.428,1925
14.432,1929
14.436,1932
14.44,1938
14.444,1944
14.448,1955
14.452,1969
14.456,1978
14.46,1988
14.464,1993
14.468,2005
14.472,2018
14.476,2029
14.48,2033
14.484,2035
14.488,2038
14.492,2034
14.496,2034
14.5,2034
14.504,2037
14.508,2039
14.512,2042
14.516,2041
14.52,2041
14.524,2041
14.528,2043
14.532,2042
14.536,2048
14.54,2045
14.544,2044
14.548,2047
14.552,2045
14.556,2048
14.56,2047
14.564,2048
14.568,2042
14.572,2027
14.576,2010
14.58,2026
14.584,2129
14.588,2276
14.592,2514
14.596,2779
14.6,2914
14.604,2925
14.608,2941
14.612,2828
14.616,2624
14.62,2445
14.624,2313
14.628,2177
14.632,2075
14.636,2024
14.64,2010
14.644,2003
14.648,1998
14.652,1993
14.656,1990
14.66,1985
14.664,1982
14.668,1980
14.672,1977
14.676,1975
14.68,1972
14.684,1970
14.688,1970
14.692,1963
14.696,1965
14.7,1963
14.704,1959
14.708,1958
14.712,1959
14.716,1954
14.72,1958
14.724,1958
14.728,1958
14.732,1958
14.736,1957
14.74,1954
14.744,1949
14.748,1942
14.752,1937
14.756,1936
14.76,1936
14.764,1936
14.768,1931
14.772,1931
14.776,1934
14.78,1939
14.784,1943
14.788,1948
14.792,1952
14.796,1960
14.8,1971
14.804,1978
14.808,1988
14.812,1999
14.816,2006
14.82,2018
14.824,2026
14.828,2032
14.832,2036
14.836,2036
14.84,2035
14.844,2038
14.848,2044
14.852,2051
14.856,2054
14.86,2055
14.864,2051
14.868,2054
14.872,2051
14.876,2049
14.88,2051
14.884,2051
14.888,2053
14.892,2057
14.896,2057
14.9,2055
14.904,2055
14.908,2055
14.912,2055
14.916,2055
14.92,2053
14.924,2052
14.928,2052
14.932,2051
14.936,2052
14.94,2051
14.944,2052
14.948,2051
14.952,2051
14.956,2048
14.96,2047
14.964,2047
14.968,2048
14.972,2048
14.976,2051
14.98,2058
14.984,2057
14.988,2055
14.992,2059
14.996,2055
15,2058
15.004,2056
15.008,2056
15.012,2056
15.016,2055
15.02,2056
15.024,2055
15.028,2055
15.032,2055
15.036,2057
15.04,2050
15.044,2049
15.048,2049
15.052,2048
15.056,2049
15.06,2049
15.064,2051
15.068,2051
15.072,2048
15.076,2045
15.08,2045
15.084,2039
15.088,2028
15.092,2010
15.096,1982
15.1,1987
15.104,2090
15.108,2248
15.112,2408
15.116,2696
15.12,2903
15.124,2814
15.128,2787
15.132,2760
15.136,2639
15.14,2455
15.144,2343
15.148,2254
15.152,2155
15.156,2068
15.16,2017
15.164,2003
15.168,1992
15.172,1992
15.176,1988
15.18,1980
15.184,1974
15.188,1977
15.192,1974
15.196,1969
15.2,1964
15.204,1966
15.208,1968
15.212,1960
15.216,1954
15.22,1954
15.224,1960
15.228,1954
15.232,1958
15.236,1962
15.24,1955
15.244,1952
15.248,1946
15.252,1947
15.256,1945
15.26,1939
15.264,1942
15.268,1940
15.272,1939
15.276,1936
15.28,1930
15.284,1929
15.288,1928
15.292,1926
15.296,1920
15.3,1918
15.304,1916
15.308,1918
15.312,1919
15.316,1926
15.32,1934
15.324,1936
15.328,1945
15.332,1953
15.336,1967
15.34,1974
15.344,1981
15.348,1990
15.352,2004
15.356,2016
15.36,2025
15.364,2031
15.368,2036
15.372,2037
15.376,2033
15.38,2037
15.384,2043
15.388,2046
15.392,2046
15.396,2047
15.4,2047
15.404,2049
15.408,2047
15.412,2048
15.416,2049
15.42,2048
15.424,2044
15.428,2044
15.432,2039
15.436,2037
15.44,2038
15.444,2035
15.448,2037
15.452,2036
15.456,2045
15.46,2062
15.464,2090
15.468,2120
15.472,2150
15.476,2188
15.48,2228
15.484,2281
15.488,2355
15.492,2440
15.496,2504
15.5,2575
15.504,2625
15.508,2665
15.512,2727
15.516,2793
15.52,2880
15.524,3011
15.528,3097
15.532,3133
15.536,3060
15.54,2919
15.544,2728
15.548,2504
15.552,2289
15.556,2104
15.56,1961
15.564,1918
15.568,1910
15.572,1901
15.576,1891
15.58,1882
15.584,1876
15.588,1875
15.592,1867
15.596,1857
15.6,1857
15.604,1856
15.608,1854
15.612,1851
15.616,1846
15.62,1843
15.624,1838
15.628,1827
15.632,1822
15.636,1817
15.64,1810
15.644,1797
15.648,1791
15.652,1784
15.656,1774
15.66,1763
15.664,1751
15.668,1743
15.672,1733
15.676,1719
15.68,1708
15.684,1704
15.688,1695
15.692,1690
15.696,1688
15.7,1693
15.704,1700
15.708,1704
15.712,1717
15.716,1730
15.72,1744
15.724,1760
15.728,1785
15.732,1812
15.736,1838
15.74,1865
15.744,1889
15.748,1914
15.752,1935
15.756,1947
15.76,1971
15.764,1986
15.768,1997
15.772,2005
15.776,2012
15.78,2019
15.784,2023
15.788,2024
15.792,2025
15.796,2025
15.8,2024
15.804,2025
15.808,2023
15.812,2025
15.816,2021
15.82,2020
15.824,2018
15.828,2021
15.832,2025
15.836,2021
15.84,2019
15.844,2015
15.848,2009
15.852,2007
15.856,2011
15.86,2015
15.864,2020
15.868,2015
15.872,2015
15.876,2013
15.88,2012
15.884,2012
15.888,2012
15.892,2012
15.896,2015
15.9,2011
15.904,2012
15.908,2014
15.912,2012
15.916,2016
15.92,2017
15.924,2016
15.928,2017
15.932,2018
15.936,2017
15.94,2016
15.944,2017
15.948,2014
15.952,2006
15.956,1985
15.96,1957
15.964,1978
15.968,2106
15.972,2243
15.976,2424
15.98,2737
15.984,2891
15.988,2800
15.992,2797
